O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand,Normalized_Tool_Name
15-2099.01,Bioinformatics Technicians,Genome Analysis Toolkit GATK,2.E.9.d,Analytical or scientific software,N,N,Genome Analysis Toolkit GATK
15-2099.01,Bioinformatics Technicians,GENSCAN,2.E.9.d,Analytical or scientific software,N,N,GENSCAN
15-2099.01,Bioinformatics Technicians,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N,Geographic information system GIS software
15-2099.01,Bioinformatics Technicians,Git,2.E.5.c,File versioning software,Y,N,Git
15-2099.01,Bioinformatics Technicians,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,Hypertext markup language HTML
15-2099.01,Bioinformatics Technicians,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,IBM SPSS Statistics
15-2099.01,Bioinformatics Technicians,Jenkins CI,2.E.7.c,Enterprise application integration software,Y,N,Jenkins CI
15-2099.01,Bioinformatics Technicians,Linux,2.E.13.c,Operating system software,Y,N,Linux
15-2099.01,Bioinformatics Technicians,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
15-2099.01,Bioinformatics Technicians,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N,Microsoft Excel
15-2099.01,Bioinformatics Technicians,Microsoft Office software,2.E.1.k,Office suite software,Y,N,Microsoft Office software
15-2099.01,Bioinformatics Technicians,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
15-2099.01,Bioinformatics Technicians,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
15-2099.01,Bioinformatics Technicians,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,Microsoft SharePoint
15-2099.01,Bioinformatics Technicians,Microsoft SQL Server,2.E.6.d,Data base management system software,Y,N,Microsoft SQL Server
15-2099.01,Bioinformatics Technicians,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,Microsoft Visio
15-2099.01,Bioinformatics Technicians,Microsoft Windows,2.E.13.c,Operating system software,Y,N,Microsoft Windows
15-2099.01,Bioinformatics Technicians,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
15-2099.01,Bioinformatics Technicians,MySQL,2.E.6.f,Data base user interface and query software,Y,N,MySQL
15-2099.01,Bioinformatics Technicians,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,Oracle Database
15-2099.01,Bioinformatics Technicians,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N,Oracle Java
15-2099.01,Bioinformatics Technicians,Perl,2.E.7.e,Object or component oriented development software,Y,N,Perl
15-2099.01,Bioinformatics Technicians,PHYLIP,2.E.9.d,Analytical or scientific software,N,N,PHYLIP
15-2099.01,Bioinformatics Technicians,Python,2.E.7.e,Object or component oriented development software,Y,N,Python
15-2099.01,Bioinformatics Technicians,R,2.E.7.e,Object or component oriented development software,Y,N,R
15-2099.01,Bioinformatics Technicians,Ruby,2.E.7.b,Development environment software,Y,N,Ruby
15-2099.01,Bioinformatics Technicians,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N,SAP software
15-2099.01,Bioinformatics Technicians,SAS,2.E.9.d,Analytical or scientific software,Y,N,SAS
15-2099.01,Bioinformatics Technicians,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N,Structured query language SQL
15-2099.01,Bioinformatics Technicians,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N,The MathWorks MATLAB
15-2099.01,Bioinformatics Technicians,Thermo Fisher Scientific Ion Reporter,2.E.9.d,Analytical or scientific software,N,N,Thermo Fisher Scientific Ion Reporter
15-2099.01,Bioinformatics Technicians,TopHat,2.E.9.d,Analytical or scientific software,N,N,TopHat
15-2099.01,Bioinformatics Technicians,Voice over internet protocol VoIP system software,2.E.11.d,Internet protocol IP multimedia subsystem software,N,N,Voice over internet protocol VoIP system software
15-2099.01,Bioinformatics Technicians,Web browser software,2.E.10.e,Internet browser software,N,N,Web browser software
17-1011.00,"Architects, Except Landscape and Naval",1ST Pricing Window & Door Toolkit,2.E.1.b,Procurement software,N,N,1ST Pricing Window & Door Toolkit
17-1011.00,"Architects, Except Landscape and Naval",Adobe Acrobat,2.E.5.b,Document management software,Y,N,Adobe Acrobat
17-1011.00,"Architects, Except Landscape and Naval",Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,Y,Adobe Creative Cloud software
17-1011.00,"Architects, Except Landscape and Naval",Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,Y,Adobe Illustrator
17-1011.00,"Architects, Except Landscape and Naval",Adobe InDesign,2.E.4.k,Desktop publishing software,Y,Y,Adobe InDesign
17-1011.00,"Architects, Except Landscape and Naval",Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,Y,Adobe Photoshop
17-1011.00,"Architects, Except Landscape and Naval",Amazon Elastic Compute Cloud EC2,2.E.6.f,Data base user interface and query software,Y,N,Amazon Elastic Compute Cloud EC2
17-1011.00,"Architects, Except Landscape and Naval",Amazon Redshift,2.E.6.f,Data base user interface and query software,Y,N,Amazon Redshift
17-1011.00,"Architects, Except Landscape and Naval",Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,N,Amazon Web Services AWS software
17-1011.00,"Architects, Except Landscape and Naval",Apache Cassandra,2.E.6.d,Data base management system software,Y,N,Apache Cassandra
17-1011.00,"Architects, Except Landscape and Naval",Apache Hadoop,2.E.6.d,Data base management system software,Y,N,Apache Hadoop
17-1011.00,"Architects, Except Landscape and Naval",Apache Hive,2.E.6.d,Data base management system software,Y,N,Apache Hive
17-1011.00,"Architects, Except Landscape and Naval",Apache Maven,2.E.7.b,Development environment software,Y,N,Apache Maven
17-1011.00,"Architects, Except Landscape and Naval",Apache Pig,2.E.6.d,Data base management system software,N,N,Apache Pig
17-1011.00,"Architects, Except Landscape and Naval",Applied Search Technology CADFind,2.E.5.b,Document management software,N,N,Applied Search Technology CADFind
17-1011.00,"Architects, Except Landscape and Naval",Artifice DesignWorkshop,2.E.9.c,Computer aided design CAD software,N,N,Artifice DesignWorkshop
17-1011.00,"Architects, Except Landscape and Naval",Autodesk 3ds Max Design,2.E.9.c,Computer aided design CAD software,N,N,Autodesk 3ds Max Design
17-1011.00,"Architects, Except Landscape and Naval",Autodesk Architectural Studio,2.E.9.c,Computer aided design CAD software,N,N,Autodesk Architectural Studio
17-1011.00,"Architects, Except Landscape and Naval",Autodesk AutoCAD,2.E.9.c,Computer aided design CAD software,Y,Y,Autodesk AutoCAD
17-1011.00,"Architects, Except Landscape and Naval",Autodesk AutoCAD Civil 3D,2.E.9.c,Computer aided design CAD software,Y,N,Autodesk AutoCAD Civil 3D
17-1011.00,"Architects, Except Landscape and Naval",Autodesk Revit,2.E.9.c,Computer aided design CAD software,Y,Y,Autodesk Revit
17-1011.00,"Architects, Except Landscape and Naval",AutoDesSys form Z,2.E.9.c,Computer aided design CAD software,N,N,AutoDesSys form Z
17-1011.00,"Architects, Except Landscape and Naval",AzTechSoft GPS2CAD,2.E.9.c,Computer aided design CAD software,N,N,AzTechSoft GPS2CAD
17-1011.00,"Architects, Except Landscape and Naval",BeamChek,2.E.9.d,Analytical or scientific software,N,N,BeamChek
17-1011.00,"Architects, Except Landscape and Naval",Bentley MicroStation,2.E.9.c,Computer aided design CAD software,Y,N,Bentley MicroStation
17-1011.00,"Architects, Except Landscape and Naval",BQE Software ArchiOffice,2.E.1.k,Office suite software,N,N,BQE Software ArchiOffice
17-1011.00,"Architects, Except Landscape and Naval",Chaos Enscape,2.E.9.c,Computer aided design CAD software,N,Y,Chaos Enscape
17-1011.00,"Architects, Except Landscape and Naval",Chef,2.E.7.a,Configuration management software,Y,N,Chef
17-1011.00,"Architects, Except Landscape and Naval",Computer aided design and drafting software CADD,2.E.9.c,Computer aided design CAD software,N,N,Computer aided design and drafting software CADD
17-1011.00,"Architects, Except Landscape and Naval",Craftsman CD Estimator,2.E.1.e,Project management software,N,N,Craftsman CD Estimator
17-1011.00,"Architects, Except Landscape and Naval",Database software,2.E.6.f,Data base user interface and query software,N,N,Database software
17-1011.00,"Architects, Except Landscape and Naval",Drcauto Smart Architect LT Pro,2.E.9.c,Computer aided design CAD software,N,N,Drcauto Smart Architect LT Pro
17-1011.00,"Architects, Except Landscape and Naval",ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,ESRI ArcGIS software
17-1011.00,"Architects, Except Landscape and Naval",FEMA EMMIE,2.E.6.f,Data base user interface and query software,N,N,FEMA EMMIE
17-1011.00,"Architects, Except Landscape and Naval",FileNet P8,2.E.5.b,Document management software,N,N,FileNet P8
17-1011.00,"Architects, Except Landscape and Naval",Graphisoft ArchiCAD,2.E.9.c,Computer aided design CAD software,N,N,Graphisoft ArchiCAD
17-1011.00,"Architects, Except Landscape and Naval",Intuit QuickBooks,2.E.2.a,Accounting software,Y,N,Intuit QuickBooks
17-1011.00,"Architects, Except Landscape and Naval",McNeel Rhinoceros 3D,2.E.4.b,Graphics or photo imaging software,N,Y,McNeel Rhinoceros 3D
17-1011.00,"Architects, Except Landscape and Naval",Micro-Press MicroStation PowerDraft,2.E.4.b,Graphics or photo imaging software,N,N,Micro-Press MicroStation PowerDraft
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N,Microsoft Excel
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Internet Explorer,2.E.10.e,Internet browser software,N,N,Microsoft Internet Explorer
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
17-1011.00,"Architects, Except Landscape and Naval",Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
17-1011.00,"Architects, Except Landscape and Naval",Microsoft PowerShell,2.E.7.b,Development environment software,Y,N,Microsoft PowerShell
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
17-1011.00,"Architects, Except Landscape and Naval",Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,Microsoft SQL Server
17-1011.00,"Architects, Except Landscape and Naval",Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
17-1011.00,"Architects, Except Landscape and Naval",MongoDB,2.E.6.d,Data base management system software,Y,N,MongoDB
17-1011.00,"Architects, Except Landscape and Naval",MyFamilySoftware Instant Architect,2.E.9.c,Computer aided design CAD software,N,N,MyFamilySoftware Instant Architect
17-1011.00,"Architects, Except Landscape and Naval",NavisWorks Jetstream,2.E.9.c,Computer aided design CAD software,N,N,NavisWorks Jetstream
17-1011.00,"Architects, Except Landscape and Naval",NoSQL,2.E.6.d,Data base management system software,Y,N,NoSQL
17-1011.00,"Architects, Except Landscape and Naval",Oracle JDBC,2.E.6.f,Data base user interface and query software,N,N,Oracle JDBC
17-1011.00,"Architects, Except Landscape and Naval",Oracle Primavera Enterprise Project Portfolio Management,2.E.1.e,Project management software,Y,N,Oracle Primavera Enterprise Project Portfolio Management
17-1011.00,"Architects, Except Landscape and Naval",Oracle Primavera Systems,2.E.1.e,Project management software,N,N,Oracle Primavera Systems
17-1011.00,"Architects, Except Landscape and Naval",PostgreSQL,2.E.6.j,Object oriented data base management software,Y,N,PostgreSQL
17-1011.00,"Architects, Except Landscape and Naval",Puppet,2.E.7.a,Configuration management software,Y,N,Puppet
17-1011.00,"Architects, Except Landscape and Naval",Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N,Qlik Tech QlikView
17-1011.00,"Architects, Except Landscape and Naval",Quality Plans & Software HVAC Calculator,2.E.9.d,Analytical or scientific software,N,N,Quality Plans & Software HVAC Calculator
17-1011.00,"Architects, Except Landscape and Naval",Quark enterprise publishing software,2.E.4.k,Desktop publishing software,N,N,Quark enterprise publishing software
17-1011.00,"Architects, Except Landscape and Naval",Quest Erwin Data Modeler,2.E.6.i,Metadata management software,N,N,Quest Erwin Data Modeler
17-1011.00,"Architects, Except Landscape and Naval",Roof Builder Tools,2.E.9.c,Computer aided design CAD software,N,N,Roof Builder Tools
17-1011.00,"Architects, Except Landscape and Naval",Trimble SketchUp Pro,2.E.9.c,Computer aided design CAD software,Y,Y,Trimble SketchUp Pro
17-1011.00,"Architects, Except Landscape and Naval",Turtle Creek Software Goldenseal,2.E.1.e,Project management software,N,N,Turtle Creek Software Goldenseal
17-1011.00,"Architects, Except Landscape and Naval",Turtle Creek Software Goldenseal (accounting feature),2.E.2.a,Accounting software,N,N,Turtle Creek Software Goldenseal (accounting feature)
17-1011.00,"Architects, Except Landscape and Naval",Turtle Creek Software Goldenseal (calendar and scheduling feature),2.E.4.h,Calendar and scheduling software,N,N,Turtle Creek Software Goldenseal (calendar and scheduling feature)
17-1011.00,"Architects, Except Landscape and Naval",Turtle Creek Software Goldenseal (time accounting feature),2.E.2.e,Time accounting software,N,N,Turtle Creek Software Goldenseal (time accounting feature)
17-1011.00,"Architects, Except Landscape and Naval",VectorWorks ARCHITECT,2.E.9.c,Computer aided design CAD software,N,N,VectorWorks ARCHITECT
17-1011.00,"Architects, Except Landscape and Naval",Verilog,2.E.7.b,Development environment software,N,N,Verilog
17-1011.00,"Architects, Except Landscape and Naval",Virtual reality modeling language VRML software,2.E.9.c,Computer aided design CAD software,N,N,Virtual reality modeling language VRML software
17-1012.00,Landscape Architects,Adobe Acrobat,2.E.5.b,Document management software,Y,N,Adobe Acrobat
17-1012.00,Landscape Architects,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,Y,Adobe Creative Cloud software
17-1012.00,Landscape Architects,Adobe FreeHand MX,2.E.4.b,Graphics or photo imaging software,N,N,Adobe FreeHand MX
17-1012.00,Landscape Architects,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,Y,Adobe Illustrator
17-1012.00,Landscape Architects,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,Y,Adobe InDesign
17-1012.00,Landscape Architects,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,Y,Adobe Photoshop
